law_id,canonical_law_id,bill_number,jurisdiction_id,status_id,effective_date,title,ai_scope_summary,key_requirements_raw,enforcement_penalties,source_id,source_url,last_updated_at
88,TMP-IN-DECISIONINDIAN,,15,,2026-01-01,Indiana Consumer Data Protection Act,Automated,Requires a data protection assessment of each processing activity involving such automated processing of personal data. Other obligations and restrictions may apply depending on the type of data processed.,"Provides consumers the right to opt-out of any form of solely automated processing Up to $7,500 per violation. Making Act performed on personal data to evaluate, analyze, or predict personal aspects related to an identified or identifiable individual’s economic situation, health or health records, personal preferences, interests, reliability, behavior, location, or movements in furtherance of decisions that produce legal or similarly significant effects concerning the consumer (i.e., the provision or denial of financial or lending services, housing, insurance, education enrollment, criminal justice, employment opportunities, health care services, or access to basic necessities like food and water).",1,orrick.com/ai,2026-02-21T23:15:23.463314
134,TMP-NV-NEVADAAIPOLITI,,29,,2026-01-01,Nevada AI Political Advertising Law,AI in Political,"Requires any political campaign communication that includes any form of synthetic Allows parties to seek injunctive or Advertising 95 media (such as an image, audio recording or video recording of an individual that has been equitable relief in district court if intentionally manipulated with the use of AI to create realistic but false content) to include injured. a disclosure stating that ""This (image/video/audio) has been manipulated.""",,1,orrick.com/ai,2026-02-21T23:16:20.686502
103,TMP-MD-DECISIONMARYLA,,21,,2025-10-01,Maryland Online Data Privacy Act,Automated,Requires a data protection assessment of each processing activity involving such automated processing of personal data in certain circumstances. Other obligations and restrictions may apply depending on the type of data processed.,"Provides consumers the right to opt-out of any form of solely automated processing of $10,000 per violation; $25,000 for Making 4601 et seq. personal data to evaluate, analyze, or predict personal aspects related to an identified or repeating the same violation. identifiable natural person’s economic situation, health, demographic characteristics, personal preferences, interests, reliability, behavior, location, or movements in furtherance of decisions that produce legal or similarly significant effects concerning the consumer (i.e., the provision or denial of financial or lending services, housing, education enrollment or opportunity, criminal justice, employment opportunities, health care services, or access to essential goods or services).",1,orrick.com/ai,2026-02-21T23:15:39.379899
106,TMP-MD-UTILIZATIONREV,,21,,2025-10-01,AI Utilization Review,AI Healthcare AI,"Further requires such covered entities to ensure that: - AI systems base their determinations on relevant clinical information and not solely on a group dataset; - Any criteria or guidelines for using an AI system complies with these requirements; - An AI system does not replace the role of a health care provider in the determination process under § 15-10B-07 (setting forth adverse decision procedures); - Use of AI does not result in unfair discrimination, and is otherwise fairly and equitably applied; - AI systems are open to inspection for audit or compliance reviews by the Commissioner; - Written policies and procedures are included in the utilization plan, including how an AI system will be used and what oversight will be provided; - The performance, use and outcomes of AI are reviewed and revised, if necessary and at least on a quarterly basis, to maximize accuracy and reliability; - Patient data is not used beyond its intended and state purpose, consistent with HIPAA; and - An AI system does not directly or indirectly cause harm to an enrollee, nor deny, delay or modify health care services.","Requires insurers, nonprofit health service plans, health maintenance organizations, Existing enforcement mechanism 15-10A-06, 15-10B- dental plan organizations, and any other persons that provide health benefit plans subject by the Maryland Insurance 05.1 to regulation by MD to submit to the Commissioner on a quarterly basis certain information Commissioner apply. relating to claims, including the number of adverse decisions by the carrier and whether an artificial intelligence, algorithm, or other software tool was used in making the adverse decision.",1,orrick.com/ai,2026-02-21T23:15:42.584926
113,TMP-MN-DECISIONMINNES,,24,,2025-07-31,Minnesota Consumer Data Privacy Act,Automated,"Requires a data protection assessment of each processing activity involving such automated processing of personal data in certain circumstances.; Provides consumers the right to question the result of such automated processing, to be informed of the reason that the process resulted in the decision, and, if feasible, to be informed of what actions the consumer might have taken to secure a different decision and the actions that the consumer might take to secure a different decision in the future.; Provides consumers the right to review the consumer’s personal data used for such automated processing and, if the decision was based upon inaccurate personal data, the right to have the data corrected and the decision reevaluated based upon the corrected data. Other obligations and restrictions may apply depending on the type of data processed.","Provides consumers the right to opt-out of any form of automated processing of personal Up to $7,500 per violation. Making Act seq. data to evaluate, analyze, or predict personal aspects related to an identified or identifiable natural person’s economic situation, health, personal preferences, interests, reliability, behavior, location, or movements in furtherance of decisions that produce legal or similarly significant effects concerning the consumer (i.e., the provision or denial of financial or lending services, housing, insurance, education enrollment or opportunity, criminal justice, employment opportunities, health care services, or access to essential goods or services).",1,orrick.com/ai,2026-02-21T23:15:50.435756
123,TMP-MT-MONTANAGOVERNM,,27,,2025-10-01,Montana Government AI Use Law,AI in Government,"A government entity or state officer may not use an AI system to (1) manipulate a person N/A or group; (2) classify a person or group based on behavior, socioeconomic status, or personal characteristics resulting in unlawful discrimination or a disparate impact based on an actual or perceived differentiating characteristic; (3) maliciously; or (4) surveil public spaces, except to locate a missing, endangered, or wanted person, or in conformity with laws regarding continuous facial surveillance.; If a government entity publishes material produced by an AI system not reviewed by a human, the material must be accompanied by a disclosure that the material was produced by an AI system.; If a government entity or state officer has an interface with the public that uses an AI system, the use of the AI system in the interface must be disclosed.; If an AI system produces a recommendation or decision for a government entity or state officer impacting one's rights or privileges, the recommendation or decision must be reviewed and is subject to rejection or modification by a human. Last updated January 13, 2026 Page 20 of 39 For more, visit www.orrick.com/ai",,1,orrick.com/ai,2026-02-21T23:16:01.089369
125,TMP-MT-RIGHTINUSEOFNA,,27,,2026-01-01,"Property Right in Use of Names, Voices, and Visual Likenesses",AI Likeness Property,"Makes it unlawful for a person to intentionally publish, perform, distribute, transmit, or A person who violates is liable to Voices, and Visual Likenesses 14, Section 1 make available to the public a digital voice depiction or digital visual depiction for the injured person for the actual commercial use with actual or specific knowledge that the depiction is a digital voice damages suffered by the person depiction or digital visual depiction of the individual that was not authorized by the plus any profits from the individual or the holder of the individual's property right (as well as distribution of any unauthorized use of the individual's algorithm, software, tool, or other technology, service, or device with the actual and name, voice, or visual likeness. specific knowledge it will be used for such purposes).",,1,orrick.com/ai,2026-02-21T23:16:03.083004
128,TMP-NE-DECISIONNEBRAS,,28,,2026-01-01,Nebraska Data Privacy Act,Automated,Requires a data protection assessment of each processing activity involving such automated processing of personal data in certain circumstances. Other obligations and restrictions may apply depending on the type of data processed.,"Provides consumers the right to opt-out of any form of solely automated processing Up to $7,500 for each violation. Making performed on personal data to evaluate, analyze, or predict personal aspects related to an identified or identifiable individual’s economic situation, health, personal preferences, interests, reliability, behavior, location, or movements in furtherance of decisions that produce legal or similarly significant effects concerning the consumer (i.e., the provision or denial of financial or lending services, housing, insurance, healthcare services, education enrollment, employment opportunities, criminal justice, or access to basic necessities, such as food and water).",1,orrick.com/ai,2026-02-21T23:16:06.723947
141,TMP-NH-DECISIONNEWHAM,,30,,2025-01-01,New Hampshire Privacy Act,Automated,Requires a data protection assessment of each processing activity involving such automated processing of personal data in certain circumstances. Other obligations and restrictions may apply depending on the type of data processed.,"Provides consumers the right to opt-out of any form of automated processing performed Up to $10,000 for each violation. Making H:8 on personal data to evaluate, analyze, or predict personal aspects related to an identified or identifiable individual’s economic situation, health, personal preferences, interests, reliability, behavior, location, or movements in furtherance of solely automated decisions that produce legal or similarly significant effects concerning the consumer (i.e., the provision or denial of financial or lending services, housing, insurance, education enrollment or opportunity, criminal justice, employment opportunities, health care services, or access to essential goods or services).",1,orrick.com/ai,2026-02-21T23:16:33.535799
142,TMP-NH-HAMPSHIREDEEPF,,30,,2025-01-01,New Hampshire Deepfake Act,AI Deepfakes New,,"Makes it unlawful for any person to knowingly create, distribute, or present any likeness Class B Felony and Civil Damages. in video, audio, or any other media of an identifiable individual that constitutes a deepfake for the purpose of embarrassing, harassing, entrapping, defaming, extorting, or otherwise causing any financial or reputational harm to the identifiable person. Last updated January 13, 2026 Page 22 of 39 For more, visit www.orrick.com/ai",1,orrick.com/ai,2026-02-21T23:16:34.584262
144,US-NH-HB1688,HB 1688,30,,2024-07-01,New Hampshire State Agency AI Bill,AI in Government,"Requires New Hampshire state agencies to also: - Ensure recommendations or decisions are reviewed by an appropriate human before taking effect where the recommendation or decision is produced by an AI system and cannot be reversed once implemented or executed. - Provide a disclosure that content was generated by AI where the content was produced by generative AI and has not been reviewed and possibly edited by an appropriate human. - Ensure humans interacting with an AI system, directly or indirectly, are informed they are interacting with an AI system.","Prohibits New Hampshire state agencies from: N/A Bill - Classifying persons based on behavior, socio-economic status, or personal characteristics resulting in unlawful discrimination against any individual person or group of persons. - Using real-time and remote biometric identification systems for surveillance in public spaces, such as facial recognition, except by law enforcement with a warrant. - Using deepfakes for any deceptive or malicious purpose.",1,orrick.com/ai,2026-02-21T23:16:36.633978
146,TMP-NJ-DECISIONNEWJER,,31,,2025-01-15,New Jersey Data Privacy Act,Automated,Requires a data protection assessment for certain profiling activities. Other obligations and restrictions may apply depending on the type of data processed.,"Provides consumers the right to opt-out of any form of automated processing performed Up to $10,000 for the first violation Making 166.4 et. seq. on personal data to evaluate, analyze, or predict personal aspects related to an identified and up to $20,000 for each or identifiable individual’s economic situation, health, personal preferences, interests, subsequent violation. reliability, behavior, location, or movements in furtherance of decisions that produce legal or similarly significant effects concerning the consumer (i.e., the provision or denial of financial or lending services, housing, insurance, education enrollment or opportunity, criminal justice, employment opportunities, health care services, or access to essential goods or services).",1,orrick.com/ai,2026-02-21T23:16:38.756111
153,TMP-NY-AUTOMATEDEMPLO,,33,,2025-07-01,Automated Employment Decision-Making in State Government,AI in Government,"Any state agency that utilizes an automated employment decision-making tool shall None specified. Making in State Government publish a list of such automated employment decision-making tools on such state agency's website.; The state agency shall maintain an inventory of state agency artificial intelligence systems. Last updated January 13, 2026 Page 25 of 39 For more, visit www.orrick.com/ai",,1,orrick.com/ai,2026-02-21T23:16:46.6231
154,TMP-NY-FORTHECREATION,,33,,2025-01-01,Contracts for the Creation and Use of Digital Replicas,AI Likeness Contracts,,"Makes any provision in an agreement for the performance of personal or professional Unenforceability of a violating of Digital Replicas CHAPTER 24-A, services unenforceable where: contractual provision. ARTICLE 5, TITLE 3 - The provision allows for the creation and use of a digital replica of the individual’s voice or likeness in place of work the individual would otherwise have performed in person; - The provision does not include a reasonably specific description of the intended uses of the digital replica; and - The individual was not represented (i) by legal counsel or (ii) by a labor union.",1,orrick.com/ai,2026-02-21T23:16:47.688419
156,TMP-NY-NYCAIEMPLOYMEN,,33,,2023-01-01,NYC AI Employment Law (Local Law 144),AI in Employment,"Prohibits employers and employment agencies from using an automated employment; Up to $500 per violation on the decision tool to screen a candidate or employee for an employment decision unless the first day of violations. tool has been subject to a recent bias audit and a summary of the audit is made publicly; Up to $1,500 per subsequent available on the website of the employer / agency. violation.; Requires employers / agencies using automated employment decision tools to notify each candidate that such a tool will be used and provide information about the qualifications and characteristics the tool will use in the assessment, the type of data collected by the tool for the assessment, and the employer’s data retention policy.; Requires employers / agencies using automated employment decision tools to allow a candidate to request an alternative selection process or accommodation. Last updated January 13, 2026 Page 26 of 39 For more, visit www.orrick.com/ai",,1,orrick.com/ai,2026-02-21T23:16:49.660632
191,TMP-TN-DECISIONTENNES,,42,,2025-07-01,Tennessee Information Protection Act,Automated,Requires a data protection assessment of each processing activity involving such automated processing of personal data. Other obligations and restrictions may apply depending on the type of data processed.,"Provides consumers the right to opt-out of any form of solely automated processing Up to $7,500 per violation. Making Act performed on personal information to evaluate, analyze, or predict personal aspects related to an identified or identifiable natural person’s economic situation, health, personal preferences, interests, reliability, behavior, location, or movements in furtherance of decisions that produce legal or similarly significant effects concerning the consumer (i.e., the provision or denial of financial or lending services, housing, insurance, education enrollment or opportunity, criminal justice, employment opportunities, healthcare services, or access to basic necessities, like food and water).",1,orrick.com/ai,2026-02-21T23:17:28.680088
157,TMP-NY-ORGENERALTHERE,,33,,2027-01-01,The Responsible AI Safety and Education (RAISE) Act,Frontier,"Requires developers who have trained, or initiated the training of, a frontier model and, Up to $1million for a first violation Purpose AI Education (RAISE) Act Business Law, Article individually or together with its affiliates, had annual gross revenues in excess of $500 and $3 million for subsequent 44-B million in the preceding calendar year (i.e., ""large frontier developers"") to comply with violations. Passed by the Legislature as A obligations imposed on frontier models that are developed, deployed, or operated in whole 6453A and to be enacted through or in part in New York, including: chapter amendments reflected in; Writing, implementing, complying with and publishing a frontier AI framework detailing A 9449 how the large frontier developer handles certain risk-related and other expectations.; Publishing a transparency report providing information about the developer and the model.; Filing a disclosure statement with the department of financial services.; Retaining an unredacted copy of any of the documents above when the published version is redacted for permitted reasons.; Transmitting to the department of financial services a summary of any assessment of catastrophic risk resulting from internal use of a frontier model.; Reporting any critical safety incident pertaining to its frontier model to the department of financial services within 72 hours of learning of the incident or of facts sufficient to establish a reasonable belief that a critical safety incident has occurred (within 24 hours to an authority if the incident poses an imminent risk of death or serious physical injury).","Refraining from making a materially false or misleading statements about catastrophic risk from its frontier models, its management of catastrophic risk, or its frontier AI framework. ""Frontier model"" is defined to mean an AI model that (a) is trained on a broad data set, designed for generality of output, and adaptable to a wide range of distinctive tasks (i.e., a ""foundational model""), and (b) was trained using a quantity of computing power greater than 10^26 integer or floating-point operations.",1,orrick.com/ai,2026-02-21T23:16:50.742566
160,TMP-NY-THELOADINGACTL,,33,,2024-12-21,The LOADinG Act: Legislative Oversight Of Automated Decision-Making in Government Act,AI in Government,"Imposes several requirements on state agency use of AI and automated decision-making N/A Oversight Of Automated Decision- tools, including: Making in Government Act; Requires state agencies to publish an online list of the automated decision-making tools they use.; Requires state agencies to conduct, submit and publish an impact assessment for the lawful application and use of automated decision-making tools.; Requires state agencies and any entity acting on their behalf to operationalize meaningful human review of automated decision-making tools that are used to (i) allocate public assistance benefits, or (ii) which may otherwise impact an individual's rights, safety, or welfare. Such tools must also be subject to an initial impact assessment to be repeated at least every two years.; Prohibits state agencies from using automated decision-making systems to make internal employment decisions if they may result in discharge, displacement, loss of position, or impairment of collective bargaining agreements. Last updated January 13, 2026 Page 27 of 39 For more, visit www.orrick.com/ai",,1,orrick.com/ai,2026-02-21T23:16:53.695058
161,TMP-NY-TODECEASEDS839,,33,,2025-12-11,Amendment to Deceased Personality Protections,AI Likeness Amendment,"Makes it unlawful for a person to use a deceased performer's digital replica in an Greater of $2,000 or the Personality Protections audiovisual work, sound recording, or live performance of a musical work without compensatory damages suffered appropriate consent. by the injured party and any profits; A ""digital replica"" does not include the electronic reproduction, use of a sample of one sound recording or audiovisual work into another, remixing, mastering, or digital remastering of a sound recording or audiovisual work authorized by the copyright holder.","A ""digital replica"" is defined as a newly created, computer-generated, highly realistic from the unauthorized use that are electronic representation that is readily identifiable as the voice or visual likeness of an attributable to such use and are not individual that is embodied in a sound recording, image, audiovisual work, including an taken into account in computing audiovisual work that does not have any accompanying sounds, or transmission in which: the compensatory damages. (I) the actual individual did not actually perform or appear; or (II) the actual individual did perform or appear, but the fundamental character of the performance or appearance has been materially altered.",1,orrick.com/ai,2026-02-21T23:16:54.705333
172,TMP-ND-CSAMAMENDMENTS,,35,,2025-08-01,AI CSAM Amendments,AI CSAM AI,,"Amends North Dakota's CSAM laws to apply to computer-generated images that include Class B or C Felony Code Section 12.1- sexual conduct by a minor and revised the definition of a ""minor"" under the law to include 27.2-01 and 12.1-27.2- ""a computer-generated image, used, created, adapted, altered, or modified to appear to 04.1 depict an individual under eighteen years of age by face, likeness, or other distinguishing characteristics.""",1,orrick.com/ai,2026-02-21T23:17:08.155422
175,TMP-ND-NORTHDAKOTAUNM,,35,,2025-08-01,North Dakota Unmanned Aerial Vehicle and Robot Law,AI in Government,"Extends restrictions on the use of information obtained from an unmanned aerial vehicle N/A Vehicle and Robot Law Code 29-29.4-01 to 06 as evidence in a an affidavit of probable cause or prosecution to also include information gathered by a ""robot"" – which means a powered artificial machine or system that upon activation will operate in whole or in part autonomously to perform physical tasks or decision-making without real-time human control.","Restricts law enforcement from authorizing the use of a robot or unmanned aerial vehicle to deploy a weapon or use force. Last updated January 13, 2026 Page 29 of 39 For more, visit www.orrick.com/ai",1,orrick.com/ai,2026-02-21T23:17:11.14613
179,TMP-OR-DECISIONOREGON,,37,,2024-07-01,Oregon Consumer Privacy Act,Automated,Imposes additional processing restrictions for such automated processing of children’s personal data (under the age of 16).; Requires a data protection assessment of each processing activity involving such automated processing of personal data. Other obligations and restrictions may apply depending on the type of data processed.,"Provides consumers the right to opt-out of any form of automated processing of personal Up to $7,500 per violation. Making data for the purpose of evaluating, analyzing, or predicting an identified or identifiable consumer’s economic circumstances, health, personal preferences, interests, reliability, behavior, location, or movements in furtherance of decisions that produce legal effects or effects of similar significance (i.e., the provision or denial of financial or lending services, housing, insurance, enrollment in education or educational opportunity, criminal justice, employment opportunities, health care services, or access to essential goods and services).",1,orrick.com/ai,2026-02-21T23:17:15.467445
194,TMP-TX-ABUSEUSINGARTI,,43,,2025-09-01,Financial Abuse Using Artificially Generated Media or Phishing,AI Deepfakes Financial,"Prohibits any person from intentionally or knowingly disseminating artificially generated; Actual damages, damages for Generated Media or Phishing media or a phishing communication for the purpose of financial exploitation. mental anguish, and the; Provides that a person commits an offense if the person knowingly engages in financial defendant's profits, as well as abuse through the use of artificially generated media disseminated to another person or by court costs and reasonable deceiving or manipulating another person into providing personal, financial, or identifying attorney's fees. information through e-mail, electronic communication, or other digital means.","Civil penalty not to exceed $1,000 per day the media or communication is disseminated.; Criminal penalties and imprisonment can also apply. Last updated January 13, 2026 Page 33 of 39 For more, visit www.orrick.com/ai",1,orrick.com/ai,2026-02-21T23:17:31.6874
195,TMP-TX-ACTRELATINGTOT,,43,,2025-09-01,Act Relating to the Regulation and Use of AI by Governmental Entities,AI in Government,"Requires Texas state agencies to inventory their AI systems and conduct a review of the The attorney general can enjoin a Use of AI by Governmental Entities deployment and use of heightened scrutiny AI systems. violation of the law and/or void a; Requires the creation for the state-wide establishment of an AI system code of ethics for contract with a vendor causing use by state agencies and local governments that procure, develop, deploy, or use AI such a violation. systems, which shall be adopted by the state agencies and local governments.; Requires the development of minimum risk management and governance standards for the development, procurement, deployment, and use of heightened scrutiny AI systems by a state agency or local government.; Requires state agencies to conduct assessments when deploying or using a heightened scrutiny AI system.; Requires state agencies to clearly disclose to an individual interacting with a public- facing AI system that they are interacting with an AI system, unless a reasonable person would know they are interacting with an AI system.; Requires state agencies to provide certain standardized notices of AI systems use that is public-facing or that is a controlling factor in a consequential decision. Last updated January 13, 2026 Page 32 of 39 For more, visit www.orrick.com/ai",,1,orrick.com/ai,2026-02-21T23:17:32.846915
197,TMP-TX-AITEXASRESPONS,,43,,2026-01-01,Texas Responsible Artificial Intelligence Governance Act (TRAIGA),Comprehensive,"Clarifies when Texas's biometric privacy law applies to AI training, development, and Subject to right to cure, up to Intelligence Governance Act deployment. $12,000 for curable violations, up (TRAIGA); Requires a governmental agency that makes available an AI system intended to interact to $200,000 for uncurable with consumers to disclose to each consumer, before or at the time of interaction, that the violations, and an additional consumer is interacting with an AI system. $2,000 to $40,000 per day for; Prohibits any governmental entity from using or deploying an AI social scoring system in continued violations. manner that could result in detrimental or unfavorable treatment or the infringement of anyone's rights.; Prohibits any government entity from developing or deploying an AI system for the purpose of uniquely identifying an individual using biometric data or the gathering of images / media from the Internet or other publicly available source without consent, if doing so would infringe on an individual's rights.; Prohibits any person from developing or deploying an AI system (i) in a manner that intentionally aims to manipulate human behavior in a harmful way, (ii) with the sole intent to infringe or impair an individual's rights, (iii) with the intent to unlawfully discriminate, or (iv) with the sole intent of producing, assisting or aiding in producing, or distributing CSAM.",,1,orrick.com/ai,2026-02-21T23:17:34.807168
199,TMP-TX-INTELLIGENCEIN,,43,,2025-09-01,Artificial Intelligence in Electronic Health Record,AI Healthcare Artificial,"Provides a health care practitioner using artificial intelligence for diagnostic purposes single year, $25,000 for each must disclose the practitioner ’s use of that technology to the practitioner’s patients. violation that is committed knowingly or intentionally in a single year, and $250,000 for each violation in which the covered entity knowingly or intentionally used protected health information for financial gain.","Grants health care practitioners the ability to use artificial intelligence for diagnostic Injunctive relief and civil penalties Health Record purposes, including using artificial intelligence for recommendations on a diagnosis or of up to $5,000 for each violation course of treatment based on a patient’s medical record, if given conditions are met. that is committed negligently in a",1,orrick.com/ai,2026-02-21T23:17:36.900654
206,TMP-TX-UNLAWFULPRODUC,,43,,2025-09-01,Unlawful Production or Distribution of,AI Intimate Images,"Establishes liability for owners of internet websites, artificial intelligence applications, and payment processors involved in such artificial sexual material under certain conditions, and requires persons who own an Internet website or application to make available on the website or application an easily accessible system that allows a person to submit a request for the removal of such artificial material.",Expands what constitutes an unlawful production or distribution of certain sexually Establish the criminal penalties; of Certain Sexually Explicit Material explicit visual material to include media that appears to depict a person with certain forms Class B or Class A misdemeanor or of intimate parts or performing certain actions without the person's consent. a third degree felony.,1,orrick.com/ai,2026-02-21T23:17:44.092287
217,TMP-UT-LAWENFORCEMENT,,4,,2025-05-07,Law Enforcement Usage of Artificial Intelligence,AI in Government,,Requires a law enforcement agency to have a policy concerning the agency's use of N/A Artificial Intelligence 601 to 602 generative artificial intelligence.; Requires a police report or other law enforcement record to include a disclaimer if the report or record was created wholly or partially by using generative artificial intelligence as well as a certification that it has been reviewed for accuracy.,1,orrick.com/ai,2026-02-21T23:17:56.307274
222,TMP-VT-AMENDMENTOFNON,,44,,2024-06-06,Amendment of non-consensual sexual image dissemination statute,AI Intimate Images,,"Expands the scope of Vermont’s dissemination of intimate images statute to include Existing penalties apply. sexual image dissemination media that has been altered “utilizing an image or images of a person, including images statute other than the person depicted, or computer-generated images.”",1,orrick.com/ai,2026-02-21T23:18:01.70232
227,TMP-VA-AMENDMENTTOTHE,,45,,2019-07-01,Amendment to the Unlawful Dissemination of Images of Another Statute,AI Intimate Images,"Expands the definition of unlawful dissemination of nude or sexually explicit images of None specified. Dissemination of Images of another to include persons “whose image was used in creating, adapting, or modifying a Another Statute videographic or still image with the intent to depict an actual person and who is recognizable as an actual person by the person's face, likeness, or other distinguishing characteristic.”",,1,orrick.com/ai,2026-02-21T23:18:08.858798
229,TMP-VA-DECISIONVIRGIN,,45,,2023-01-01,Virginia Consumer Data Protection Act,Automated,Imposes additional consent requirements and processing restrictions for such automated processing of children’s personal data (under the age of 13).; Requires a data protection assessment of each processing activity involving such automated processing of personal data. Other obligations and restrictions may apply depending on the type of data processed.,"Provides consumers the right to opt-out of any form of automated processing performed Up to $7,500 per violation. Making Act 577A(A)(5) on personal data to evaluate, analyze, or predict personal aspects related to an identified or identifiable natural person’s economic situation, health, personal preferences, interests, reliability, behavior, location, or movements in furtherance of decisions that produce legal or similarly significant effects concerning the consumer (i.e., the provision or denial of financial and lending services, housing, insurance, education enrollment, criminal justice, employment opportunities, healthcare services, or access to basic necessities like food and water).",1,orrick.com/ai,2026-02-21T23:18:11.029904
241,TMP-WI-ESTATEADVERTIS,,48,,2027-01-01,Advertising Enhanced by Technology Law,AI in Real,"Requires a person licensed to do real estate under Wisconsin law to disclose if a real Technology Law 452.136(1m) estate advertisement has been altered or modified using technology, including artificial Suspension or revocation or real intelligence, to add, remove, or change elements of the property that creates a false or estate license and up to $5,000 per misleading impression of the property. violation. Last updated January 13, 2026 Page 38 of 39 For more, visit www.orrick.com/ai",,1,orrick.com/ai,2026-02-21T23:18:24.443674
